path	git_last_commit_iso	mtime
_governance/cleanup_report/KEEP.txt	2026-01-01 17:18:15 +0800	2026-01-01T08:56:41.465Z
_governance/cleanup_report/KEEP_PATTERNS.txt	2026-01-01 17:18:15 +0800	2026-01-01T08:56:39.141Z
_governance/cleanup_report/LEGACY_PATTERNS.txt	2026-01-01 17:18:15 +0800	2026-01-01T08:56:39.145Z
_governance/cleanup_report/REVIEW.txt	2026-01-01 17:18:15 +0800	2026-01-01T08:56:41.465Z
_governance/cleanup_report/all_files.txt	2026-01-01 17:18:15 +0800	2026-01-01T08:56:39.183Z
_governance/cleanup_report/file_times.tsv	2026-01-01 17:18:15 +0800	2026-01-01T08:56:41.431Z
archive/legacy/core-content/ContentDB_career.js	2026-01-01 17:18:15 +0800	2025-12-26T11:24:50.968Z
archive/legacy/core-content/ContentDB_family.js	2026-01-01 17:18:15 +0800	2025-12-26T11:29:37.292Z
archive/legacy/core-content/ContentDB_finance.js	2026-01-01 17:18:15 +0800	2025-12-26T05:43:26.000Z
archive/legacy/core-content/ContentDB_health.js	2026-01-01 17:18:15 +0800	2025-12-26T11:25:36.122Z
archive/legacy/core-content/ContentDB_index.js	2026-01-01 17:18:15 +0800	2025-12-25T06:31:32.000Z
archive/legacy/core-content/ContentDB_love.js	2026-01-01 17:18:15 +0800	2025-12-26T11:19:49.379Z
archive/legacy/core-content/ContentDB_money.js	2026-01-01 17:18:15 +0800	2025-12-26T11:25:36.122Z
archive/legacy/core-content/ContentDB_relationship.js	2026-01-01 17:18:15 +0800	2025-12-26T11:25:36.122Z
archive/legacy/core-content/ContentDB_self.js	2026-01-01 17:18:15 +0800	2025-12-26T11:25:33.980Z
archive/legacy/core-content/ContentDB_social.js	2026-01-01 17:18:15 +0800	2025-12-25T06:36:36.000Z
archive/legacy/core-content/ContentDB_study.js	2026-01-01 17:18:15 +0800	2025-12-26T11:29:58.766Z
archive/legacy/core-content/index.js	2026-01-01 17:18:15 +0800	2025-12-26T12:00:06.687Z
archive/legacy/core-content/resultTemplates/anchorSelector.js	2026-01-01 17:18:15 +0800	2025-12-31T14:54:39.080Z
archive/legacy/core-content/resultTemplates/anchor_statements.v1.json	2026-01-01 17:18:15 +0800	2025-12-31T14:54:39.094Z
archive/legacy/core-content/resultTemplates/attribution_error_matrix.v1.json	2026-01-01 17:18:15 +0800	2025-12-31T14:54:39.084Z
archive/legacy/core-content/resultTemplates/consequence_chain_library.v1.json	2026-01-01 17:18:15 +0800	2025-12-31T14:54:39.113Z
archive/legacy/core-content/resultTemplates/five_element_mapping.v1.json	2026-01-01 17:18:15 +0800	2025-12-31T14:54:39.095Z
archive/legacy/core-content/resultTemplates/intervention_boundary_matrix.v1.json	2026-01-01 17:18:15 +0800	2025-12-31T14:54:39.109Z
archive/legacy/core-content/resultTemplates/loader.js	2026-01-01 17:18:15 +0800	2025-12-31T14:54:39.071Z
archive/legacy/core-content/resultTemplates/readingOutputV2.js	2026-01-01 17:18:15 +0800	2025-12-31T03:17:11.728Z
archive/legacy/core-content/resultTemplates/stateTagExtractor.js	2026-01-01 17:18:15 +0800	2025-12-31T14:54:39.070Z
archive/legacy/questionBank.v1.json	2026-01-01 17:18:15 +0800	2025-12-31T14:54:39.113Z
archive/legacy/questionBank/index.js	2026-01-01 17:18:15 +0800	2025-12-25T14:18:28.000Z
archive/legacy/questionBank/money.js	2026-01-01 17:18:15 +0800	2025-12-25T14:18:36.000Z
archive/legacy/questionBank/relationship.js	2026-01-01 17:18:15 +0800	2025-12-25T14:18:44.000Z
archive/legacy/round2Situations.v1.json	2026-01-01 17:18:15 +0800	2025-12-31T05:21:36.751Z
archive/legacy_question_bank/2025-12-31/src/_deprecated/core/ContentDB.js	2026-01-01 17:18:15 +0800	2025-12-25T03:47:44.000Z
archive/legacy_question_bank/2025-12-31/src/_deprecated/core/ContentDB_03.js	2026-01-01 17:18:15 +0800	2025-12-24T23:05:34.000Z
archive/legacy_question_bank/2025-12-31/src/_deprecated/core/ContentDB_03_finance.js	2026-01-01 17:18:15 +0800	2025-12-25T03:24:36.000Z
archive/legacy_question_bank/2025-12-31/src/_deprecated/core/ContentDB_03_love.js	2026-01-01 17:18:15 +0800	2025-12-25T03:24:28.000Z
archive/legacy_question_bank/2025-12-31/src/_deprecated/core/ContentDB_career.js	2026-01-01 17:18:15 +0800	2025-12-25T04:06:50.000Z
archive/legacy_question_bank/2025-12-31/src/_deprecated/core/ContentDB_family.js	2026-01-01 17:18:15 +0800	2025-12-25T04:14:42.000Z
archive/legacy_question_bank/2025-12-31/src/_deprecated/core/ContentDB_finance.js	2026-01-01 17:18:15 +0800	2025-12-25T03:36:40.000Z
archive/legacy_question_bank/2025-12-31/src/_deprecated/core/ContentDB_health.js	2026-01-01 17:18:15 +0800	2025-12-25T04:14:56.000Z
archive/legacy_question_bank/2025-12-31/src/_deprecated/core/ContentDB_love.js	2026-01-01 17:18:15 +0800	2025-12-25T03:36:58.000Z
archive/legacy_question_bank/2025-12-31/src/_deprecated/core/ContentDB_money.js	2026-01-01 17:18:15 +0800	2025-12-25T04:06:30.000Z
archive/legacy_question_bank/2025-12-31/src/_deprecated/core/ContentDB_relationship.js	2026-01-01 17:18:15 +0800	2025-12-26T10:11:15.718Z
archive/legacy_question_bank/2025-12-31/src/_deprecated/core/ContentDB_self.js	2026-01-01 17:18:15 +0800	2025-12-25T04:15:18.000Z
archive/legacy_question_bank/2025-12-31/src/_deprecated/core/ContentDB_social.js	2026-01-01 17:18:15 +0800	2025-12-25T04:15:36.000Z
archive/legacy_question_bank/2025-12-31/src/_deprecated/core/ContentDB_study.js	2026-01-01 17:18:15 +0800	2025-12-25T04:15:28.000Z
archive/legacy_question_bank/2025-12-31/src/_deprecated/core/WuXingEngine.js	2026-01-01 17:18:15 +0800	2025-12-28T13:19:33.238Z
archive/legacy_question_bank/2025-12-31/src/_deprecated/core/domainIndex.js	2026-01-01 17:18:15 +0800	2025-12-24T15:35:10.000Z
archive/legacy_question_bank/2025-12-31/src/_deprecated/core/domainProfiles.js	2026-01-01 17:18:15 +0800	2025-12-24T07:06:50.000Z
archive/legacy_question_bank/2025-12-31/src/_deprecated/core/domains/career.js	2026-01-01 17:18:15 +0800	2025-12-24T15:33:20.000Z
archive/legacy_question_bank/2025-12-31/src/_deprecated/core/domains/family.js	2026-01-01 17:18:15 +0800	2025-12-24T15:33:48.000Z
archive/legacy_question_bank/2025-12-31/src/_deprecated/core/domains/finance.js	2026-01-01 17:18:15 +0800	2025-12-24T15:32:34.000Z
archive/legacy_question_bank/2025-12-31/src/_deprecated/core/domains/health.js	2026-01-01 17:18:15 +0800	2025-12-24T15:34:12.000Z
archive/legacy_question_bank/2025-12-31/src/_deprecated/core/domains/relationship.js	2026-01-01 17:18:15 +0800	2025-12-24T15:32:54.000Z
archive/legacy_question_bank/2025-12-31/src/_deprecated/core/domains/self.js	2026-01-01 17:18:15 +0800	2025-12-24T15:34:38.000Z
archive/legacy_question_bank/2025-12-31/src/_deprecated/core/guidance/validateGuidance.js	2026-01-01 17:18:15 +0800	2025-12-26T03:34:52.000Z
cleanup_governance.sh	2026-01-01 17:18:15 +0800	2026-01-01T08:46:01.358Z
core/ontology/cascades.v1.json	2025-12-28 14:50:42 +0800	2025-12-28T02:27:01.179Z
core/ontology/patterns.v1.json	2025-12-28 14:50:42 +0800	2025-12-28T02:04:43.806Z
docs/DATA_SCHEMA_SPEC.md	2026-01-01 17:18:15 +0800	2025-12-31T07:04:49.109Z
docs/LEGACY_CLEANUP_REPORT.md	2026-01-01 17:18:15 +0800	2025-12-31T14:25:30.810Z
docs/LEGACY_DOMAIN_KEY_AUDIT.md	2026-01-01 17:18:15 +0800	2025-12-31T15:57:04.360Z
docs/README.md	2026-01-01 17:18:15 +0800	2025-12-31T07:43:16.827Z
docs/RUNTIME_FLOW_RUNBOOK.md	2026-01-01 17:18:15 +0800	2025-12-31T16:14:32.260Z
docs/governance/AI_COLLABORATION_CHARTER.md	2026-01-01 17:18:15 +0800	2025-12-31T05:55:20.301Z
docs/governance/PROGRESS_GOVERNANCE_RULEBOOK.md	2026-01-01 17:18:15 +0800	2025-12-31T07:42:53.505Z
docs/governance/README_GOVERNANCE.md	2026-01-01 17:18:15 +0800	2025-12-31T05:55:31.155Z
docs/governance/ROLE_AND_WORKFLOW_DEFINITION.md	2026-01-01 17:18:15 +0800	2025-12-31T05:55:26.332Z
docs/governance/TASK_ASSIGNMENT_AND_ONE_OFF_RULES.md	2026-01-01 17:18:15 +0800	2025-12-31T05:55:27.843Z
docs/metaphysics/ELEMENT_PRIOR_SPEC.md	2026-01-01 17:18:15 +0800	2025-12-31T07:42:19.444Z
docs/metaphysics/NARRATIVE_BINDING_SPEC.md	2026-01-01 17:18:15 +0800	2025-12-31T07:42:29.139Z
docs/metaphysics/ONTOLOGY_PATTERN_TAG_GOVERNANCE.md	2026-01-01 17:18:15 +0800	2025-12-31T07:42:39.483Z
index.html	2025-12-28 14:50:42 +0800	2025-12-23T03:22:26.000Z
package-lock.json	2026-01-01 17:18:15 +0800	2025-12-31T13:41:51.066Z
package.json	2026-01-01 17:18:15 +0800	2026-01-01T09:58:14.349Z
public/vite.svg	2025-12-28 14:50:42 +0800	2025-12-21T07:30:12.000Z
qbank_coverage_report.json	2026-01-01 17:18:15 +0800	2025-12-30T10:45:54.389Z
reports/.gitkeep	2026-01-01 17:18:15 +0800	2025-12-29T02:07:58.997Z
reports/MIN_ACCEPTANCE_ENTRY_REPORT.md	2026-01-01 17:18:15 +0800	2025-12-31T16:39:35.744Z
reports/anchor_samples.json	2026-01-01 17:18:15 +0800	2025-12-29T13:10:00.034Z
reports/anchor_samples.txt	2026-01-01 17:18:15 +0800	2025-12-29T13:10:00.037Z
reports/digest.example.txt	2026-01-01 17:18:15 +0800	2025-12-29T03:19:23.130Z
reports/digest.txt	2026-01-01 17:18:15 +0800	2025-12-29T05:40:06.247Z
reports/mother_theme_questionization_v2.md	2025-12-30 07:10:00 +0800	2026-01-01T09:40:07.618Z
reports/p1_question_blueprint_v1.json	2026-01-01 17:18:15 +0800	2025-12-30T00:38:24.444Z
reports/pattern_tag_audit_raw.json	2026-01-01 17:18:15 +0800	2025-12-29T15:28:17.754Z
reports/pattern_tag_cleanup_summary.md	2025-12-30 07:10:00 +0800	2026-01-01T09:40:07.615Z
reports/pattern_tag_policy_v1.md	2026-01-01 17:18:15 +0800	2026-01-01T09:40:07.618Z
reports/pattern_tag_usage_audit.md	2026-01-01 17:18:15 +0800	2026-01-01T09:40:07.666Z
reports/proposals.summary.example.json	2026-01-01 17:18:15 +0800	2025-12-29T03:19:23.127Z
reports/question_bank_concept_package.md	2026-01-01 17:18:15 +0800	2026-01-01T09:40:07.687Z
scripts/analyticsReport.mjs	2025-12-30 07:05:12 +0800	2026-01-01T09:57:56.654Z
scripts/analyzeAnchorPerformance.mjs	2026-01-01 17:18:15 +0800	2026-01-01T09:40:07.687Z
scripts/auditPatternTags.mjs	2026-01-01 17:18:15 +0800	2026-01-01T09:57:06.648Z
scripts/deprecateUnused.mjs	2025-12-28 21:15:27 +0800	2025-12-28T13:09:52.896Z
scripts/diagnoseReading.mjs	2026-01-01 17:18:15 +0800	2026-01-01T10:00:11.278Z
scripts/doctorPaths.mjs	2025-12-28 21:04:17 +0800	2025-12-28T12:47:22.240Z
scripts/fixChoiceMeta.mjs	2026-01-01 17:18:15 +0800	2026-01-01T09:57:11.257Z
scripts/fixQuestionBankJSON.mjs	2026-01-01 17:18:15 +0800	2026-01-01T09:57:19.163Z
scripts/fixQuestionBankJSON2.mjs	2026-01-01 17:18:15 +0800	2026-01-01T09:57:30.098Z
scripts/fixQuestionBankJSON3.mjs	2026-01-01 17:18:15 +0800	2026-01-01T09:57:35.035Z
scripts/fixQuestionBankJSON4.mjs	2026-01-01 17:18:15 +0800	2026-01-01T09:57:42.205Z
scripts/fixQuestionBankJSONFinal.mjs	2026-01-01 17:18:15 +0800	2026-01-01T09:57:47.016Z
scripts/generateAnchorSamples.mjs	2026-01-01 17:18:15 +0800	2026-01-01T09:40:07.635Z
scripts/generateQuestionBlueprint.mjs	2026-01-01 17:18:15 +0800	2026-01-01T09:40:07.618Z
scripts/notifyDigest.mjs	2025-12-30 07:05:12 +0800	2026-01-01T09:40:07.634Z
scripts/scanImports.mjs	2025-12-28 21:15:27 +0800	2025-12-28T13:10:20.047Z
scripts/smoke-flow.mjs	2026-01-01 17:18:15 +0800	2025-12-31T16:31:36.094Z
scripts/smoke-ui-governance.mjs	2026-01-01 17:18:15 +0800	2026-01-01T04:04:42.420Z
scripts/telemetryServer.mjs	2026-01-01 17:18:15 +0800	2025-12-28T13:25:43.772Z
scripts/validate/validate-canonical.mjs	2026-01-01 17:18:15 +0800	2025-12-31T05:40:06.136Z
scripts/validate/validate-elements.mjs	2026-01-01 17:18:15 +0800	2025-12-31T06:30:49.621Z
scripts/validate/validate-governance.mjs	2026-01-01 17:18:15 +0800	2025-12-31T16:27:21.935Z
scripts/validate/validate-metaphysics.mjs	2026-01-01 17:18:15 +0800	2025-12-31T05:48:25.159Z
scripts/validate/validate-modes.mjs	2026-01-01 17:18:15 +0800	2025-12-31T05:43:43.076Z
scripts/validate/validate-ontology-consistency.mjs	2026-01-01 17:18:15 +0800	2026-01-01T09:40:07.635Z
scripts/validate/validate-questionbank.mjs	2026-01-01 17:18:15 +0800	2026-01-01T09:56:18.856Z
scripts/validateNarrative.mjs	2026-01-01 17:18:15 +0800	2026-01-01T09:59:17.030Z
scripts/validateOutputV2.mjs	2026-01-01 17:18:15 +0800	2026-01-01T09:59:37.611Z
scripts/validateReading.mjs	2026-01-01 17:18:15 +0800	2026-01-01T09:59:00.327Z
scripts/validateRound2.mjs	2026-01-01 17:18:15 +0800	2025-12-31T05:40:49.059Z
scripts/validateRound4.mjs	2026-01-01 17:18:15 +0800	2025-12-30T14:59:44.811Z
scripts/verify-domain-canonicalization.mjs	2026-01-01 17:18:15 +0800	2025-12-31T16:12:20.724Z
scripts/verify-entry-no-legacy.mjs	2026-01-01 17:18:15 +0800	2025-12-31T16:39:10.467Z
scripts/verify-no-legacy-imports.mjs	2026-01-01 17:18:15 +0800	2025-12-31T16:31:03.681Z
scripts/verify-r3-gate.mjs	2026-01-01 17:18:15 +0800	2025-12-31T16:51:28.204Z
scripts/verify-round2-data-source.mjs	2026-01-01 17:18:15 +0800	2025-12-31T14:25:13.075Z
scripts/verify-round2-schema.mjs	2026-01-01 17:18:15 +0800	2025-12-31T16:15:28.946Z
scripts/verify-round4-coverage.mjs	2026-01-01 17:18:15 +0800	2025-12-31T16:15:34.997Z
scripts/verify-ui-no-legacy-imports.mjs	2026-01-01 17:18:15 +0800	2026-01-01T04:02:36.074Z
scripts/verify/verify-no-legacy-bundles.mjs	2026-01-01 17:18:15 +0800	2026-01-01T05:15:36.589Z
scripts/verify/verify-no-legacy-strings.mjs	2026-01-01 17:18:15 +0800	2026-01-01T06:19:20.227Z
scripts/verify/verify-round2-ui-ontology-only.mjs	2026-01-01 17:18:15 +0800	2026-01-01T07:47:16.399Z
scripts/verifyProxy.mjs	2026-01-01 17:18:15 +0800	2026-01-01T09:40:07.618Z
server/.env.example	2026-01-01 17:18:15 +0800	2025-12-29T03:32:59.776Z
server/index.mjs	2026-01-01 17:18:15 +0800	2026-01-01T09:40:07.618Z
src/App.vue	2026-01-01 17:18:15 +0800	2026-01-01T09:40:07.615Z
src/components/ReportIssueButton.vue	2026-01-01 17:18:15 +0800	2025-12-28T13:35:04.160Z
src/components/ResetRitual.vue	2025-12-28 14:50:42 +0800	2025-12-26T12:09:26.748Z
src/components/ui/MagicDateInput.vue	2025-12-28 14:50:42 +0800	2025-12-23T07:37:36.000Z
src/components/ui/OracleAssistant.vue	2025-12-28 14:50:42 +0800	2025-12-23T06:17:46.000Z
src/components/visuals/RadarChart.vue	2025-12-28 14:50:42 +0800	2025-12-23T07:38:34.000Z
src/components/visuals/SoulSigil.vue	2025-12-28 14:50:42 +0800	2025-12-23T06:17:38.000Z
src/config/questionMode.v1.js	2026-01-01 17:18:15 +0800	2025-12-31T05:41:09.976Z
src/core/SoulArchitect.js	2026-01-01 17:18:15 +0800	2026-01-01T09:40:07.674Z
src/core/ai/aiNarrative.js	2025-12-28 14:50:42 +0800	2025-12-29T05:07:17.032Z
src/core/ai/localNarrative.js	2025-12-28 14:50:42 +0800	2025-12-27T06:59:45.770Z
src/core/ai/narrativeSchema.js	2025-12-28 14:50:42 +0800	2025-12-27T07:17:27.762Z
src/core/ai/promptBuilder.js	2025-12-28 14:50:42 +0800	2025-12-27T07:19:45.303Z
src/core/choiceEngine.js	2026-01-01 17:18:15 +0800	2025-12-31T16:10:37.851Z
src/core/config/governance.js	2026-01-01 17:18:15 +0800	2025-12-31T16:24:28.588Z
src/core/domainScoring.js	2025-12-28 14:50:42 +0800	2025-12-25T06:49:06.000Z
src/core/flow/engagementTracker.v1.js	2026-01-01 17:18:15 +0800	2025-12-31T03:09:22.572Z
src/core/flow/readingNarrative.v1.js	2026-01-01 17:18:15 +0800	2025-12-31T06:52:08.455Z
src/core/governanceDebugExpose.js	2026-01-01 17:18:15 +0800	2026-01-01T07:12:17.011Z
src/core/guidance/buildGuidance.js	2025-12-28 21:04:17 +0800	2025-12-31T16:29:18.010Z
src/core/guidance/chains.json	2025-12-28 14:50:42 +0800	2025-12-27T05:41:18.715Z
src/core/guidance/guidance.schema.json	2025-12-28 14:50:42 +0800	2025-12-26T01:38:56.000Z
src/core/guidance/interventions.json	2025-12-28 14:50:42 +0800	2025-12-27T05:41:04.789Z
src/core/guidance/modifiers.json	2025-12-28 14:50:42 +0800	2025-12-27T05:45:03.597Z
src/core/guidance/schema.json	2025-12-28 14:50:42 +0800	2025-12-26T01:44:00.000Z
src/core/llm/masterPrompt.v1.1.md	2026-01-01 17:18:15 +0800	2025-12-31T13:28:19.278Z
src/core/llm/promptBuilder.ts	2026-01-01 17:18:15 +0800	2026-01-01T09:40:07.644Z
src/core/narrative/elementNarrative.v1.js	2026-01-01 17:18:15 +0800	2025-12-31T06:51:55.579Z
src/core/narrative/hookRules.json	2025-12-28 14:50:42 +0800	2025-12-25T13:34:42.000Z
src/core/narrative/round2OracularText.v1.js	2026-01-01 17:18:15 +0800	2025-12-31T08:28:56.495Z
src/core/ontology/behaviorFacetLexicon.v1.json	2025-12-28 14:50:42 +0800	2025-12-28T03:41:38.179Z
src/core/ontology/domainAlias.v1.js	2026-01-01 17:18:15 +0800	2025-12-31T16:10:42.923Z
src/core/ontology/domainCanonicalMap.js	2026-01-01 17:18:15 +0800	2025-12-31T16:11:15.303Z
src/core/ontology/guidanceActionTemplates.v1.json	2025-12-28 14:50:42 +0800	2025-12-28T02:58:33.628Z
src/core/ontology/guidancePrinciples.v1.json	2025-12-28 14:50:42 +0800	2025-12-28T02:49:59.387Z
src/core/ontology/motherThemes.v1.json	2025-12-28 15:50:49 +0800	2025-12-28T07:12:05.166Z
src/core/ontology/ontologyLoader.js	2026-01-01 17:18:15 +0800	2026-01-01T05:14:01.248Z
src/core/ontology/patternTag.v1.js	2026-01-01 17:18:15 +0800	2025-12-31T07:04:09.668Z
src/core/ontology/patternToThemeMap.v1.js	2026-01-01 17:18:15 +0800	2025-12-31T07:04:23.580Z
src/core/ontology/resultLexicon.v1.json	2025-12-28 21:04:17 +0800	2025-12-28T12:41:50.901Z
src/core/ontology/round1Domains.v1.json	2026-01-01 17:18:15 +0800	2025-12-31T15:58:20.892Z
src/core/ontology/round2FourSymbol.v1.json	2026-01-01 17:18:15 +0800	2025-12-31T16:00:44.184Z
src/core/ontology/round3Ipsative.v2.json	2026-01-01 17:18:15 +0800	2025-12-31T16:01:05.046Z
src/core/ontology/round4Anchors.v1.json	2026-01-01 17:18:15 +0800	2025-12-30T14:57:39.870Z
src/core/ontology/round4IntensityTrigger.v1.json	2026-01-01 17:18:15 +0800	2025-12-31T16:01:15.936Z
src/core/ontology/signalEnums.ts	2026-01-01 17:18:15 +0800	2026-01-01T09:40:07.618Z
src/core/psych/motherThemeMapper.js	2026-01-01 17:18:15 +0800	2025-12-31T16:29:24.017Z
src/core/psych/motherThemes.json	2025-12-28 14:50:42 +0800	2025-12-26T14:50:19.939Z
src/core/psych/motherThemes.v1.json	2025-12-28 14:50:42 +0800	2025-12-26T15:07:46.810Z
src/core/psych/questionToTheme.json	2025-12-28 14:50:42 +0800	2025-12-26T14:50:38.676Z
src/core/psych/scorer.js	2026-01-01 17:18:15 +0800	2026-01-01T06:20:13.101Z
src/core/scoring/DestinyScoringEngine.ts	2026-01-01 17:18:15 +0800	2025-12-31T13:44:24.273Z
src/core/scoring/archetypeRules.ts	2026-01-01 17:18:15 +0800	2025-12-31T13:12:37.337Z
src/core/scoring/normalize.ts	2026-01-01 17:18:15 +0800	2025-12-31T13:15:35.481Z
src/core/telemetry/choiceMetrics.js	2026-01-01 17:18:15 +0800	2026-01-01T09:40:07.635Z
src/core/telemetry/telemetryClient.js	2026-01-01 17:18:15 +0800	2025-12-29T02:45:05.938Z
src/core/types/destiny.ts	2026-01-01 17:18:15 +0800	2025-12-31T13:15:28.482Z
src/core/types/response.ts	2026-01-01 17:18:15 +0800	2025-12-31T13:12:56.801Z
src/core/ui/domainDisplayMap.ts	2026-01-01 17:18:15 +0800	2025-12-31T13:52:31.973Z
src/dev/governanceDebugExpose.js	2026-01-01 17:18:15 +0800	2026-01-01T06:28:39.743Z
src/engine/canonicalizeUserChoices.v1.js	2026-01-01 17:18:15 +0800	2025-12-31T05:33:54.711Z
src/engine/contracts/readingContract.v1.js	2026-01-01 17:18:15 +0800	2025-12-31T06:52:14.537Z
src/engine/elementPrior.v1.js	2026-01-01 17:18:15 +0800	2025-12-31T06:30:17.286Z
src/engine/readingFacade.v1.js	2026-01-01 17:18:15 +0800	2026-01-01T05:17:06.695Z
src/index.ts	2026-01-01 17:18:15 +0800	2025-12-31T13:16:00.547Z
src/main.js	2026-01-01 17:18:15 +0800	2025-12-28T13:25:28.756Z
src/metaphysics/baziElements.v1.js	2026-01-01 17:18:15 +0800	2025-12-31T05:47:08.981Z
src/metaphysics/kangxiStrokes.v1.json	2026-01-01 17:18:15 +0800	2025-12-31T05:47:15.385Z
src/metaphysics/nameStudies.v1.js	2026-01-01 17:18:15 +0800	2025-12-31T05:47:27.437Z
src/metaphysics/priorBlend.v1.js	2026-01-01 17:18:15 +0800	2025-12-31T05:47:36.305Z
src/router/index.js	2025-12-28 14:50:42 +0800	2025-12-23T06:17:28.000Z
src/style.css	2025-12-28 14:50:42 +0800	2025-12-24T04:57:22.000Z
src/ui/motionPolicy.js	2025-12-28 16:00:10 +0800	2025-12-28T07:57:32.877Z
src/ui/styleGuide.v1.json	2025-12-28 16:00:10 +0800	2025-12-28T07:57:18.870Z
src/ui/transitions/StageTransition.vue	2026-01-01 17:18:15 +0800	2025-12-31T14:55:07.635Z
src/views/01_Origin.vue	2026-01-01 17:18:15 +0800	2025-12-31T16:33:26.585Z
src/views/02_Input.vue	2025-12-28 14:50:42 +0800	2025-12-24T05:36:40.000Z
src/views/03_Resonance.vue	2026-01-01 17:18:15 +0800	2026-01-01T07:56:47.273Z
src/views/04_Computation.vue	2025-12-28 14:50:42 +0800	2025-12-25T12:58:46.000Z
src/views/04_Interpretation.vue	2025-12-28 14:50:42 +0800	2025-12-25T08:26:32.000Z
src/views/05_Dashboard.vue	2026-01-01 17:18:15 +0800	2026-01-01T09:55:23.480Z
src/views/components/Round2FourSymbolPanel.v1.vue	2026-01-01 17:18:15 +0800	2026-01-01T07:43:53.566Z
tests/DestinyScoringEngine.test.ts	2026-01-01 17:18:15 +0800	2025-12-31T13:16:11.997Z
tests/DestinyScoringEngine.verification.test.ts	2026-01-01 17:18:15 +0800	2026-01-01T09:40:07.634Z
tests/buildSystemPrompt.verification.test.ts	2026-01-01 17:18:15 +0800	2026-01-01T09:40:07.629Z
tests/runSimulation.ts	2026-01-01 17:18:15 +0800	2025-12-31T13:34:18.289Z
tests/simulations/highFriction_overload.case.json	2026-01-01 17:18:15 +0800	2025-12-31T13:34:06.549Z
vite.config.js	2026-01-01 17:18:15 +0800	2026-01-01T09:40:07.617Z
vitest.config.ts	2026-01-01 17:18:15 +0800	2026-01-01T09:40:07.615Z
